ID,WESBROOK,TOTLGIVE,INDUPDT,GRADYR1,FACULTY1,DEPT1,MAJOR1,PARENT,CHILD,SPOUSE,SEX,MARITAL,EA,FACSTAFF,ATHLTCS,BIGBLOCK,OTHERACT,FRSTYEAR,MOV_DWEL,HH_1PER,HH_2PER,HH_3PER,HH_45PER,AVE_INC,DWEL_VAL,PROV,CNDN_PCT,ENG_PCT,OWN_PCT,SD_INC
39020,Y,5872,10/30/1996,1973,LA,LA,NA,N,N,Y,M,M,59030169,N,N,N,N,1973,0,0.2089552239,0.4328358209,0.1343283582,0.1641791045,91848,816287,BC,0.8620689655,0.8103448276,0.5882352941,170321.8643
39418,Y,8600,01/13/1995,1986,LA,LA,NA,N,N,Y,M,NA,59028168,N,N,N,N,1986,0,0.3924050633,0.4050632911,0.11392405059999999,0.0886075949,71023,489009,BC,0.9539473684,1,0.3924050633,186403.93825
39873,N,430,10/30/1996,1970,AR,LI,NA,N,N,N,F,NA,59032169,N,N,N,N,1949,0,0.4705882353,0.3529411765,0.0735294118,0.1029411765,60585,269864,BC,0.8837209302,0.9534883721,0.8115942029,107573.64473
39876,Y,2780,10/30/1996,1960,LA,LA,NA,N,N,Y,M,M,59032504,N,N,N,Y,1957,0,0.1,0.5333333333,0.2,0.1666666667,115650,371076,BC,0.9473684211,0.9473684211,0.935483871,238004.73061
40022,Y,10150,02/28/1996,1972,DE,DE,NA,N,N,N,M,NA,59028162,Y,N,N,N,1972,0,0.0769230769,0.4307692308,0.1384615385,0.3230769231,133348,835949,BC,0.9583333333,0.8652849741,0.7121212121,265803.47989
40081,N,135,10/31/1994,1978,SC,SC,BIOC,N,N,N,M,NA,59020107,N,Y,N,N,1978,0,0.2658227848,0.2405063291,0.1518987342,0.3417721519,95075,374613,BC,0.8778280543,0.8280542986,0.7530864198,354260
40119,N,100,02/15/1996,1971,ED,ED,NA,N,N,Y,F,M,59002556,N,N,N,N,1971,0,0.0526315789,0.2631578947,0.1842105263,0.4605263158,114072,445109,BC,0.8423076923,0.8007662835,0.9220779221,176847.83025
40247,N,54,02/17/1997,1955,AR,AR,ENGL,N,N,N,F,NA,59017420,N,N,N,N,1955,0.6666666667,0.4054054054,0.5,0.0675675676,0.027027027,33524,75089,BC,0.9923664122,0.9312977099,0.9054054054,53646.764674
40261,Y,3107,12/17/1996,1961,AR,AR,NA,N,N,N,M,NA,59028262,N,N,N,Y,1961,0,0.5428571429,0.3714285714,0.0571428571,0.0285714286,52806,754788,BC,0.8971962617,0.9166666667,0.1884057971,113581.08392
40422,N,495,03/07/1994,1980,AP,AP,CIVL,N,N,N,M,NA,59028020,N,N,N,N,1980,0,0.4285714286,0.4285714286,0.0714285714,0.0428571429,46807,197055,BC,0.9596774194,0.8387096774,0.3043478261,67832.889368
40533,N,410,09/27/1996,1974,ME,ME,NA,N,N,Y,M,M,59012564,N,N,N,N,1974,0,0.0909090909,0.3506493506,0.1818181818,0.3246753247,58522,216378,BC,0.9618644068,0.9661016949,0.8947368421,54815.971395
40677,Y,1200,01/21/1997,1971,GR,SC,MICB,Y,N,Y,F,M,59017366,N,N,N,N,1971,0,0.1129032258,0.3225806452,0.1774193548,0.3387096774,57589,230354,BC,0.9526315789,0.9421052632,0.8064516129,67839.065368
40801,Y,11315,07/09/1996,1961,GR,SC,PHYS,Y,N,Y,M,M,59030051,N,Y,N,Y,1959,0,0.2564102564,0.2820512821,0.1538461538,0.1794871795,86386,1593262,BC,0.7592592593,0.7981651376,0.4736842105,205092.79352
40808,N,633,09/13/1994,1973,GR,AP,ELEC,N,N,Y,M,M,59014062,N,N,N,N,1968,0,0.1282051282,0.4102564103,0.1666666667,0.2948717949,67865,404802,BC,0.9447004608,0.8202764977,0.9113924051,90540
40847,N,25,05/01/1997,1987,GR,ED,NA,N,N,Y,F,M,59022503,N,N,N,N,1973,0,0.1025641026,0.358974359,0.2307692308,0.2564102564,55560,130614,BC,0.9909090909,0.9454545455,0.9473684211,58803.414824
40942,N,100,01/16/1996,1972,SC,SC,CPSC,N,N,Y,M,NA,59029014,N,N,N,N,1972,0,0.1343283582,0.2835820896,0.2089552239,0.2835820896,55214,322197,BC,0.8443396226,0.4622641509,0.7794117647,72354.984901
40951,Y,17667,10/30/1995,1958,CO,CO,NA,Y,N,N,M,M,59031315,N,Y,N,Y,1958,0,0.1232876712,0.3698630137,0.1232876712,0.301369863,117018,711015,BC,0.8634361233,0.7400881057,0.8904109589,185012.21679
40982,Y,2020,11/16/1992,1960,LA,LA,NA,Y,N,Y,M,M,59030113,N,N,N,Y,1959,0,0.0666666667,0.2666666667,0.2,0.2333333333,151728,1667488,BC,0.8596491228,0.8070175439,0.8709677419,215856.35923
41000,N,390,03/13/1997,1982,GR,GR,SOCI,N,N,Y,M,M,59032010,N,N,N,N,1964,0,0.4444444444,0.2777777778,0.1111111111,0.1296296296,45571,247938,BC,0.9829059829,0.9915254237,0.5740740741,66465.160799
41120,Y,1295,06/19/1995,1977,ME,ME,NA,N,N,Y,M,M,59030054,N,N,N,N,1970,0,0.1095890411,0.2328767123,0.1917808219,0.3561643836,163809,906976,BC,0.8291666667,0.7291666667,0.9428571429,322735.08882
41285,N,50,10/30/1996,1980,CO,CO,NA,N,N,N,M,NA,59017405,N,N,N,Y,1980,0,0.0853658537,0.243902439,0.1951219512,0.4390243902,64921,222516,BC,0.958490566,0.9962121212,0.9268292683,75304.010584
41294,Y,15440,10/30/1996,1988,PO,PO,NA,N,N,N,F,M,59031317,N,N,N,Y,1942,0,0.09375,0.265625,0.234375,0.375,120815,659350,BC,0.8578680203,0.8324873096,0.875,233141.39161
41302,Y,9796,08/05/1997,1970,GR,GR,SOCI,N,N,Y,F,M,59028162,Y,N,N,Y,1958,0,0.0769230769,0.4307692308,0.1384615385,0.3230769231,133348,835949,BC,0.9583333333,0.8652849741,0.7121212121,265803.47989
41341,N,150,06/03/1997,1971,SC,SC,BIOL,N,N,Y,F,M,59031159,N,N,N,N,1971,0,0.1549295775,0.3098591549,0.1408450704,0.3661971831,102872,960402,BC,0.8461538462,0.6650717703,0.5277777778,195140.83221
41402,N,150,02/17/1997,1981,ED,ED,IMED,N,N,N,F,NA,59004110,N,N,N,N,1981,0,0.4459459459,0.3243243243,0.1216216216,0.1081081081,31941,122862,BC,0.9788732394,0.9647887324,0.48,57223.32894
41470,Y,1080,01/04/1995,1969,LA,LA,NA,Y,N,N,M,NA,59031309,N,N,N,N,1968,0,0.1029411765,0.1764705882,0.1470588235,0.4705882353,116716,1020379,BC,0.8,0.6163265306,0.8676470588,341750.07394
41649,N,445,10/11/1996,1960,AR,AR,NA,N,N,Y,M,NA,59002466,N,N,N,Y,1960,0,0.5384615385,0.4,0.0307692308,0.0307692308,59079,544906,BC,0.9292929293,1,0.5230769231,116477.33395
41764,Y,4175,01/15/1997,1971,ME,ME,NA,N,N,Y,M,M,59021603,N,Y,N,N,1968,0,0.0416666667,0.25,0.2777777778,0.3888888889,70447,146010,BC,0.9367088608,0.8734177215,0.9027777778,76463.873823
41838,N,485,11/25/1996,1960,AR,AR,NA,N,N,N,M,NA,35037420,N,N,N,Y,1960,0,0.2941176471,0.4264705882,0.1176470588,0.1617647059,28119,98852,ON,0.9533333333,0.9139072848,0.1911764706,38076.718609
41894,N,60,10/31/1996,1974,GR,AP,NA,N,N,N,M,NA,59031119,N,N,N,N,1974,0,0.1466666667,0.2266666667,0.1866666667,0.4,44053,495356,BC,0.6857142857,0.3699186992,0.7466666667,67564.194475
41990,N,163,10/31/1996,1963,AP,NU,NA,N,N,Y,F,M,59001063,N,N,N,N,1963,0,0.0704225352,0.1971830986,0.1830985915,0.4788732394,91327,592933,BC,0.8446215139,0.6984126984,0.9,114232.80002
42033,Y,175,06/06/1997,1971,LA,LA,NA,N,N,N,M,NA,59030053,N,N,N,N,1971,0,0.0303030303,0.196969697,0.1818181818,0.5,181812,1074646,BC,0.8458498024,0.7283464567,0.9117647059,408204.65762
42062,N,146,03/09/1999,1967,AP,AP,CIVL,N,N,Y,M,M,59016015,N,N,N,N,1967,0,0.0612244898,0.2448979592,0.1632653061,0.4489795918,84548,358383,BC,0.8545454545,0.8363636364,1,91231.995703
42217,Y,9575,10/31/1996,1975,GR,GR,PLAN,N,N,N,F,G,59020118,N,Y,N,Y,1962,0,0.1267605634,0.2676056338,0.1830985915,0.3802816901,69677,364708,BC,0.9074889868,0.845814978,0.8356164384,137027.81557
42241,N,147,01/15/1997,1959,LA,LA,NA,Y,N,Y,M,NA,59002568,N,N,N,N,1958,0,0.0483870968,0.2580645161,0.1290322581,0.5,83936,1130965,BC,0.5963302752,0.4678899083,0.8333333333,127261.9839
42407,N,150,10/21/1993,1994,GR,AR,NA,N,N,Y,F,M,59027215,N,N,N,N,1972,0,0.0945945946,0.2162162162,0.1891891892,0.4324324324,83601,319192,BC,0.952,0.952,0.8783783784,110757.34143
42683,N,210,02/04/1997,1974,ED,ED,NA,N,N,N,M,NA,59018213,N,N,N,N,1974,0.0277777778,0.1621621622,0.2837837838,0.1756756757,0.3783783784,53844,172898,BC,0.9672897196,0.9581395349,0.8648648649,76499.122413
42690,N,170,10/30/1996,1966,AR,AR,NA,N,N,N,F,NA,59024653,N,N,N,N,1966,0,0.1142857143,0.3857142857,0.2285714286,0.2714285714,70584,343102,BC,0.932642487,0.9481865285,0.6956521739,90959.691072
42705,N,200,10/30/1996,1959,ED,ED,NA,N,N,Y,F,M,59032514,N,N,N,Y,1959,0,0.203125,0.4375,0.1875,0.171875,78889,316798,BC,0.9634146341,0.9268292683,0.9076923077,101550.35167
42810,Y,6165,04/14/1997,1959,LA,LA,NA,N,N,Y,M,M,59002563,N,N,N,Y,1959,0,0.1111111111,0.3055555556,0.1527777778,0.3472222222,124874,1201859,BC,0.8017241379,0.7370689655,0.7285714286,399515.46747
42885,N,445,07/10/1997,1963,AR,AR,NA,N,N,Y,F,M,59024652,N,N,N,N,1963,0,0.0961538462,0.4615384615,0.1730769231,0.2115384615,83492,339576,BC,0.9623287671,0.9249146758,0.9619047619,104436.90009
42887,Y,17685,11/22/1996,1965,AR,AR,POLI,N,N,N,M,NA,59028212,N,N,N,N,1965,0,0.6666666667,0.2666666667,0.04,0.0266666667,36150,318543,BC,0.9082568807,0.880733945,0.28,56994.442975
42927,N,185,02/17/1997,1975,AG,FN,NA,N,N,Y,F,M,35056471,N,N,N,N,1975,0,0,0.2432432432,0.1621621622,0.5405405405,80661,222399,ON,0.969924812,0.9097744361,1,81920.586424
42930,N,300,08/01/1996,1960,ED,ED,NA,N,N,N,F,NA,59031303,N,N,N,N,1960,0,0.6265060241,0.2168674699,0.0843373494,0.0722891566,30639,280047,BC,0.6376811594,0.5072463768,0.5119047619,48652.522237
43038,N,200,02/17/1997,1973,AG,AG,SOIL,Y,N,Y,F,M,59010163,N,N,N,N,1973,0,0.453125,0.375,0.078125,0.09375,27597,114016,BC,0.9745762712,0.9831932773,0.5714285714,40285.000683
43151,Y,4575,05/13/1993,1962,AR,AR,NA,N,N,N,M,NA,59028216,N,N,N,N,1962,0,0.5769230769,0.3717948718,0.0256410256,0.0256410256,41870,342506,BC,0.875,0.95,0.0769230769,76248.640578
43160,Y,1750,08/15/1996,1968,AG,FN,NA,Y,N,N,F,W,59020367,N,N,N,N,1968,0,0.1276595745,0.3617021277,0.1914893617,0.2765957447,99386,589299,BC,0.9253731343,0.992481203,0.8695652174,132867.14353
43212,Y,4740,05/01/1996,1977,GR,GR,GEOG,N,N,N,M,NA,59030172,Y,N,N,N,1977,0,0.1818181818,0.303030303,0.1818181818,0.3333333333,87573,750703,BC,0.8173076923,0.9230769231,0.8857142857,164243.66508
43291,Y,24148,09/06/1994,1960,ME,ME,NA,Y,N,Y,M,M,59030052,Y,N,N,Y,1960,0,0.1690140845,0.2816901408,0.1126760563,0.323943662,147196,1153369,BC,0.775,0.6736401674,0.7857142857,529293.8359
43381,Y,1200,07/23/1993,1963,AR,LI,NA,N,N,Y,M,M,59030159,N,N,N,N,1955,0,0.1764705882,0.2745098039,0.137254902,0.3725490196,79693,699869,BC,0.8782051282,0.7820512821,0.7843137255,94989.52079
43390,Y,2075,02/17/1997,1963,AR,LI,NA,N,N,N,F,W,59032155,N,N,N,N,1961,0,0.4237288136,0.4237288136,0.0677966102,0.0847457627,57521,371501,BC,0.9464285714,0.9553571429,0.3,160006.8536
43445,Y,16780,11/22/1995,1957,LA,LA,NA,N,N,N,M,NA,59028151,Y,N,N,N,1956,0,0.3076923077,0.2692307692,0.1153846154,0.2692307692,120980,628365,BC,0.8992805755,0.9130434783,0.8846153846,263619.70385
43594,N,70,NA,1970,SC,SC,NA,N,N,N,M,NA,59005014,N,N,N,N,1970,0,0.2741935484,0.2903225806,0.1290322581,0.2580645161,72681,240354,BC,0.9378881988,0.8888888889,0.85,115037.00946
43622,N,405,10/31/1996,1957,ED,ED,NA,N,N,Y,M,M,59030165,N,N,N,N,1942,0,0.1267605634,0.2535211268,0.1690140845,0.3661971831,64412,734700,BC,0.6899563319,0.5,0.8591549296,90476.612558
43666,N,325,08/01/1996,1969,ED,ED,NA,N,N,Y,F,NA,59027253,N,N,N,N,1969,0,0.0746268657,0.223880597,0.1940298507,0.4179104478,70395,224794,BC,0.9831223629,0.9831223629,0.9558823529,58527.227382
43934,Y,3450,09/24/1992,1956,ME,ME,NA,N,N,N,M,NA,59030168,N,N,N,N,1956,0,0.5352112676,0.3661971831,0.0704225352,0.0281690141,83098,348550,BC,0.9035087719,0.8859649123,0.8571428571,243921.3299
44295,N,100,10/31/1996,1990,ED,ED,ENED,N,N,N,F,NA,59001402,N,N,N,N,1978,0,0.0694444444,0.25,0.2083333333,0.3333333333,51768,353026,BC,0.7635658915,0.2984496124,0.6388888889,66388.857198
44319,Y,6050,10/31/1996,1956,ED,ED,NA,N,N,N,M,NA,59028811,N,N,N,N,1956,0,0.92,0.08,0,0,NA,0,BC,1,0.962962963,0,NA
44344,Y,23230,02/26/1996,1983,GR,AR,EDUC,Y,N,Y,M,M,59023120,N,Y,N,N,1968,0,0.1594202899,0.2608695652,0.2463768116,0.3043478261,62607,245908,BC,0.912371134,0.8711340206,0.884057971,60867.57351
44356,Y,15899,08/28/1996,1972,GR,SC,SURG,N,N,Y,M,NA,NA,Y,N,N,N,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44576,Y,15720,09/09/1996,1970,GR,AR,CRWR,N,N,Y,M,M,59028119,Y,N,N,N,1970,0,0.1714285714,0.2714285714,0.1857142857,0.3428571429,74644,549149,BC,0.7914691943,0.719047619,0.676056338,108489.35593
44577,N,815,10/31/1996,1971,AR,AR,ENGL,N,N,N,M,NA,59001156,N,N,N,N,1971,0,0.1973684211,0.25,0.2105263158,0.2894736842,50606,406768,BC,0.8086956522,0.6608695652,0.5844155844,65574.775181
44578,Y,3000,01/23/1997,1984,ED,ED,ANTH,N,N,Y,F,M,59028119,N,N,N,N,1984,0,0.1714285714,0.2714285714,0.1857142857,0.3428571429,74644,549149,BC,0.7914691943,0.719047619,0.676056338,108489.35593
44674,Y,6365,09/27/1995,1962,GR,AR,ECON,N,N,Y,M,M,35069609,N,N,N,Y,1961,0,0.5660377358,0.3396226415,0.0943396226,0,99738,515950,ON,0.8518518519,0.8125,0.4150943396,301141.90221
44675,Y,18587,12/11/1995,1968,ME,ME,NA,N,N,Y,M,M,59028106,Y,N,N,N,1964,0,0.425,0.4,0.0875,0.0625,60019,470829,BC,0.908496732,0.9477124183,0.425,109640
44802,Y,2400,09/19/1996,1955,GR,AG,NA,N,N,Y,M,NA,35026467,N,N,N,Y,1952,0,0.0897435897,0.4102564103,0.141025641,0.3333333333,79333,224149,ON,0.9502074689,0.9336099585,0.9125,110560
44841,N,130,10/31/1996,1975,ED,ED,NA,N,N,Y,F,M,59027006,N,N,N,N,1975,0,0.0869565217,0.3333333333,0.1884057971,0.3623188406,106438,400272,BC,0.8957345972,0.9339622642,1,184868.76996
44874,N,250,11/27/1996,1972,ME,ME,NA,N,N,N,M,NA,59030067,N,N,N,N,1972,0,0.1095890411,0.2876712329,0.1643835616,0.3835616438,83292,573492,BC,0.8448275862,0.7801724138,0.8108108108,106179.32002
44910,Y,2010,03/24/1999,1959,AP,AP,ENPH,Y,N,N,M,NA,59005008,N,N,N,N,1959,0,0.1285714286,0.5714285714,0.1285714286,0.1428571429,86443,411870,BC,0.9700598802,1,0.9714285714,121491.61535
44949,N,325,10/31/1996,1974,AR,AR,HIST,N,N,N,F,M,59031301,N,N,N,N,1974,0,0.1111111111,0.2222222222,0.1527777778,0.3888888889,99081,979869,BC,0.7911646586,0.4979919679,0.8873239437,199523.88015
44958,N,25,04/07/1997,1970,GR,AP,ELEC,N,N,N,M,M,59002608,N,N,N,N,1967,0,0.0724637681,0.4347826087,0.1594202899,0.3043478261,138933,667140,BC,0.8737864078,0.8883495146,0.9714285714,231862.80594
44982,N,50,08/13/1999,1974,AP,AP,AGEN,N,N,N,M,NA,24029117,N,N,N,N,1974,0,0.1184210526,0.2894736842,0.1710526316,0.3684210526,113465,290155,QC,0.9246861925,0.6527196653,0.9324324324,179068.1057
45169,Y,5109,11/02/1987,1961,LA,LA,NA,N,N,N,M,W,59002503,N,N,N,N,1960,0,0.1086956522,0.3260869565,0.1086956522,0.3695652174,177391,976231,BC,0.9517241379,0.9793103448,0.9565217391,501243.2326
45245,N,1350,01/14/1998,1970,ME,ME,NA,N,N,N,F,NA,59027269,N,N,N,N,1970,0,0.0945945946,0.3783783784,0.1621621622,0.3243243243,65692,335115,BC,0.9506726457,0.8430493274,0.8266666667,80904.025363
45250,N,50,10/30/1996,1975,GR,SC,GEOG,N,N,N,M,NA,59032016,N,N,N,N,1975,0,0.347826087,0.3188405797,0.1449275362,0.1884057971,47360,274204,BC,0.9215686275,0.9673202614,0.5147058824,86995.621499
45340,N,500,10/31/1996,1960,AP,AP,CIVL,N,N,Y,M,M,59005005,N,Y,N,Y,1960,0,0.3181818182,0.3409090909,0.1136363636,0.1818181818,66188,331040,BC,0.9339622642,0.780952381,0.6136363636,143058.46882
45398,Y,5150,06/11/1996,1974,LA,LA,NA,N,N,Y,M,M,59002604,N,N,N,Y,1974,0,0.1147540984,0.393442623,0.1475409836,0.3114754098,92752,540770,BC,0.8850574713,0.9712643678,0.9666666667,126249.05744
45403,N,54,11/08/1996,1980,ME,RH,NA,N,N,N,F,NA,59030069,N,N,N,N,1980,0,0.1733333333,0.28,0.1333333333,0.36,117534,700592,BC,0.8818565401,0.7923728814,0.7945205479,235191.04092
45592,Y,16771,02/14/1995,1962,LA,LA,NA,N,N,Y,M,M,48003003,N,Y,N,N,1962,0,0.15625,0.375,0.15625,0.21875,168248,374167,AB,0.9830508475,0.9602272727,1,369323.11262
45599,Y,1120,01/25/1995,1971,LA,LA,NA,N,N,Y,M,M,59030113,N,N,N,Y,1967,0,0.0666666667,0.2666666667,0.2,0.2333333333,151728,1667488,BC,0.8596491228,0.8070175439,0.8709677419,215856.35923
45602,N,550,12/11/1995,1985,GR,AP,CIVL,N,N,Y,M,M,59023119,N,Y,N,N,1969,0,0.1184210526,0.3157894737,0.2236842105,0.3026315789,58998,329014,BC,0.8487394958,0.6428571429,0.9230769231,67517.295451
45679,Y,10209,02/14/1995,1962,LA,LA,NA,N,N,N,M,NA,59031156,N,N,N,Y,1961,0,0.0933333333,0.28,0.12,0.4266666667,119073,900780,BC,0.7689243028,0.6932270916,0.9324324324,266480.61914
45695,N,50,11/28/1989,1971,CO,CO,NA,N,N,Y,M,M,59031317,N,N,N,N,1971,0,0.09375,0.265625,0.234375,0.375,120815,659350,BC,0.8578680203,0.8324873096,0.875,233141.39161
45739,N,175,10/18/1993,1963,AR,AR,NA,N,N,N,F,NA,35063212,N,N,N,N,1963,0,0.5875,0.2125,0.1125,0.0625,45310,346203,ON,0.8965517241,0.7103448276,0.275,114160
45758,N,600,02/24/1997,1963,ED,PE,NA,Y,N,N,M,W,59027119,N,Y,N,N,1963,0,0.0933333333,0.4533333333,0.1733333333,0.28,74150,296518,BC,0.9756097561,0.9756097561,0.9333333333,74322.550414
45770,Y,2249,09/27/1993,1968,AP,AP,ENPH,N,N,N,M,NA,59015201,N,N,N,N,1968,0,0.1860465116,0.3255813953,0.1860465116,0.2790697674,70310,193779,BC,0.9620253165,0.9662447257,0.9069767442,83775.223067
45865,Y,2147,12/09/1992,1973,LA,LA,NA,Y,N,N,F,NA,59031301,N,N,N,N,1969,0,0.1111111111,0.2222222222,0.1527777778,0.3888888889,99081,979869,BC,0.7911646586,0.4979919679,0.8873239437,199523.88015
45876,Y,9115,10/30/1996,1985,AR,AR,ENGL,N,N,N,F,NA,59028152,Y,N,N,N,1959,0,0.223880597,0.2835820896,0.1791044776,0.2686567164,78121,560893,BC,0.8540540541,0.8432432432,0.7014925373,133959.69519
45978,Y,3084,06/21/1993,1965,ED,ED,NA,N,N,N,F,NA,59007379,N,N,N,N,1965,0,0,1,0,0,43581,162142,BC,0.9649122807,0.9649122807,1,37509.567113
46171,Y,9950,08/09/1999,1962,AR,AR,NA,N,N,N,M,NA,48014007,N,N,N,N,1962,0,0.4366197183,0.4647887324,0.0985915493,0,39716,132027,AB,1,0.9661016949,0.4507042254,48139.888606
46232,Y,19679,06/06/1994,1958,CO,CO,NA,Y,N,Y,M,M,59032514,N,Y,N,Y,1958,0,0.203125,0.4375,0.1875,0.171875,78889,316798,BC,0.9634146341,0.9268292683,0.9076923077,101550.35167
46469,N,489,10/31/1996,1965,ED,ED,NA,N,N,N,F,M,59028207,N,N,N,N,1965,0,0.4090909091,0.4090909091,0.1212121212,0.0606060606,58007,412868,BC,0.8951612903,1,0.3692307692,92554.501241
46579,N,1160,10/31/1996,1964,SC,SC,MATH,N,N,Y,M,M,59002556,N,N,N,N,1964,0,0.0526315789,0.2631578947,0.1842105263,0.4605263158,114072,445109,BC,0.8423076923,0.8007662835,0.9220779221,176847.83025
46632,Y,5765,07/23/1993,1963,ME,ME,NA,N,N,Y,M,M,59002504,Y,N,N,Y,1963,0,0.1617647059,0.3970588235,0.1176470588,0.25,180516,909705,BC,0.8789473684,0.9368421053,0.8955223881,633345.82604
46655,Y,5115,12/08/1995,1966,ED,PE,NA,Y,N,Y,M,M,59030064,Y,Y,N,Y,1966,0,0.0952380952,0.2619047619,0.1428571429,0.4285714286,67890,616418,BC,0.7651006711,0.6644295302,0.7727272727,93006.637048
46678,Y,8893,01/16/1995,1976,LA,LA,NA,N,N,Y,M,NA,59020358,N,Y,N,N,1975,0,0.1571428571,0.3,0.2285714286,0.2714285714,58827,132143,BC,0.9296482412,0.8894472362,0.9,46097.219005
46715,Y,4100,04/21/1997,1971,ME,ME,NA,Y,N,Y,M,NA,59027223,N,N,N,N,1971,0,0.0392156863,0.3529411765,0.1764705882,0.3921568627,67515,286284,BC,0.9320987654,0.9382716049,0.96,96987.055837
46777,N,400,12/05/1996,1974,PH,PH,NA,N,N,N,F,NA,59020259,N,N,N,N,1974,0,0.2926829268,0.4024390244,0.1341463415,0.1463414634,55570,204438,BC,0.9441340782,0.8166666667,0.6419753086,121914.89827
46917,N,185,01/14/1998,1968,GR,CO,FINC,Y,N,Y,M,M,59030062,N,N,N,N,1965,0,0.1666666667,0.1944444444,0.1388888889,0.4027777778,82018,735060,BC,0.8340248963,0.7634854772,0.6712328767,123418.12671
46953,N,200,08/28/1997,1996,GR,AR,NA,N,N,Y,F,M,59028207,N,N,N,N,1975,0,0.4090909091,0.4090909091,0.1212121212,0.0606060606,58007,412868,BC,0.8951612903,1,0.3692307692,92554.501241
46963,Y,5850,02/27/1997,1961,CO,CO,NA,N,N,Y,M,M,59014458,N,N,N,N,1961,0,0.0298507463,0.3432835821,0.1492537313,0.4328358209,71120,425061,BC,0.8288288288,0.7387387387,0.9701492537,128267.46057
46964,N,65,03/09/1999,1963,CO,CO,NA,N,N,N,M,NA,59002564,N,N,N,N,1963,0,0.0895522388,0.3582089552,0.1791044776,0.328358209,99220,640342,BC,0.7731481481,0.6435185185,0.8529411765,221269.06698
46971,N,876,10/16/1995,1973,ME,ME,NA,N,N,Y,F,M,59030155,N,N,N,N,1966,0,0.1428571429,0.2857142857,0.1632653061,0.3469387755,64226,540627,BC,0.875862069,0.724137931,0.8333333333,107235.16289
47178,Y,9805,08/28/1996,1987,GR,CO,NA,N,N,Y,M,M,59030154,Y,N,N,N,1972,0,0.1641791045,0.2686567164,0.1940298507,0.3432835821,85540,604427,BC,0.8468899522,0.7511961722,0.8550724638,126638.72938
47259,N,350,10/31/1996,1977,LA,LA,NA,N,N,N,F,NA,59030066,N,N,N,N,1971,0,0.1375,0.25,0.1625,0.45,89068,618448,BC,0.8709677419,0.8991935484,0.8101265823,142202.81247
47399,N,275,10/07/1997,1985,GR,GR,PSYC,N,N,Y,M,M,59002416,N,N,N,N,1974,0,0.1351351351,0.3918918919,0.2027027027,0.2702702703,70381,349109,BC,0.9215686275,0.9802955665,0.8533333333,76704.435172
47572,N,280,08/19/1996,1991,GR,ED,ECED,N,N,N,F,NA,59027110,N,N,N,N,1986,0.0526315789,0.25,0.3035714286,0.1785714286,0.1607142857,59755,360270,BC,0.9551282051,0.9936305732,0.75,81507.419785
47627,N,25,02/17/1997,1978,SC,SC,BIOC,N,N,N,M,NA,59015310,N,N,N,N,1978,0,0.5573770492,0.2459016393,0.0655737705,0.131147541,22539,114038,BC,0.9572649573,0.8632478632,0.253968254,36674.999523
47640,Y,6600,11/12/1997,1955,ME,ME,NA,Y,N,Y,M,M,59027001,N,N,N,N,1955,0,0.1571428571,0.2857142857,0.1142857143,0.4142857143,101647,496870,BC,0.9765258216,0.9953051643,0.9577464789,170590.43109
47702,N,322,05/09/1997,1979,GR,GR,CIVL,N,N,N,M,D,59004209,N,N,N,N,1979,0,0.1428571429,0.4285714286,0.1428571429,0.2857142857,62776,247296,BC,0.9483870968,0.9870967742,0.9310344828,91737.304353
47753,N,83,03/10/1999,1972,AR,AR,ENGL,N,N,Y,F,M,59007151,N,N,N,N,1972,0,0.0897435897,0.3717948718,0.1794871795,0.3333333333,95807,255620,BC,0.9531914894,0.9659574468,0.9358974359,407864.06989
47933,Y,5102,10/24/1997,1956,AR,AR,NA,N,N,Y,F,M,59028106,N,N,N,Y,1956,0,0.425,0.4,0.0875,0.0625,60019,470829,BC,0.908496732,0.9477124183,0.425,109640
48018,Y,5540,10/31/1996,1968,ED,PE,NA,N,N,N,M,NA,59028766,N,Y,N,N,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48019,N,630,08/05/1994,1972,GR,AP,CIVL,N,N,Y,M,NA,59029458,N,N,N,N,1969,0,0.2619047619,0.3571428571,0.2142857143,0.1666666667,59844,266917,BC,0.6515151515,0.5202020202,0.4941176471,98493.690762
48180,N,5020,08/09/1999,1967,AP,AP,CHML,N,N,Y,M,M,48001561,N,N,N,Y,1967,0,0.0273972603,0.1643835616,0.1643835616,0.602739726,127534,156115,AB,0.978021978,0.9816849817,1,139725.82982
48317,N,75,01/14/1998,1983,GR,GR,COML,N,N,Y,M,NA,35089013,N,N,N,N,1970,0,0.2247191011,0.2921348315,0.1685393258,0.2808988764,75800,219117,ON,0.948,0.812,0.6777777778,144610.40782
48392,N,50,10/31/1996,1972,AP,AP,ELEC,N,N,Y,M,NA,59020323,N,N,N,N,1972,0,0.0704225352,0.2112676056,0.1408450704,0.4507042254,73726,339370,BC,0.8289962825,0.7434944238,0.8888888889,82174.947277
48475,N,125,10/30/1996,1978,GR,AR,NA,N,N,N,F,NA,59031314,N,N,N,N,1978,0,0.3548387097,0.2419354839,0.1612903226,0.1935483871,77588,387037,BC,0.7666666667,0.7533333333,0.6984126984,208482.31846
